pais,region,tramo,anio,ent_nr,ent_brth_nr,ent_dth_nr,ent_srvl_y3_nr,emp_nr,sal_nr,emp_brth_nr,sal_brth_nr,emp_dth_nr,sal_dth_nr,emp_srvl_y3_nr,emp_srvl_ybrth_y3_nr,grw_ent_pc,ent_brthr_dthr_pc,ent_brthr_pc,ent_brth_pp_pc,ent_dthr_pc,ent_dth_pp_pc,ent_srvlr_brth_y3_pc,ent_srvlr_y3_pc,emp_brthr_pc,ent_brth_empsize_nr,sal_emp_brthr_pc,emp_dthr_pc,ent_dth_empsize_nr,grw_emp_srvl_y3_pc,emp_srvlr_y3_pc,ent_srvl_empsize_y3_nr
Spain,A Coruña,TOTAL,2020,87448,5485,NA,4281,328750,262349,6910,1988,NA,NA,8442,6173,-3.37,NA,6.27,100,NA,NA,59.29,4.9,2.1,1.26,28.77,NA,NA,36.76,2.57,1.97
Spain,Lugo,TOTAL,2008,26997,1866,2017,1306,79423,58783,2841,1163,3231,1537,2766,2109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Lugo,TOTAL,2009,26602,1632,1910,1231,76584,55629,2616,1107,3185,1433,3122,2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Lugo,TOTAL,2010,26163,1637,NA,1327,72939,52422,2339,832,NA,NA,2664,2319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Lugo,TOTAL,2011,26078,1779,1932,1181,71360,50725,2543,899,3041,1249,2427,1913,NA,14.23,6.82,NA,7.41,NA,NA,4.53,3.56,1.43,35.35,4.26,1.57,26.87,3.4,2.06
Spain,Lugo,TOTAL,2012,25865,1762,1960,997,68992,48705,2753,1058,3173,1378,1943,1717,-0.82,14.39,6.81,NA,7.58,NA,NA,3.85,3.99,1.56,38.43,4.6,1.62,13.16,2.82,1.95
Spain,Lugo,TOTAL,2013,25577,1755,1999,981,68849,48747,2572,939,3595,1825,1826,1483,-1.11,14.68,6.86,NA,7.82,NA,NA,3.84,3.74,1.47,36.51,5.22,1.8,23.13,2.65,1.86
Spain,Lugo,TOTAL,2014,25587,2139,NA,1075,71420,51163,2956,890,NA,NA,2236,1602,0.04,NA,8.36,NA,NA,NA,60.43,4.2,4.14,1.38,30.11,NA,NA,39.58,3.13,2.08
Spain,Lugo,TOTAL,2016,26216,2057,1855,1120,72860,52148,2888,1013,3066,1415,2588,1692,NA,14.92,7.85,NA,7.08,NA,63.82,4.27,3.96,1.4,35.08,4.21,1.65,52.96,3.55,2.31
Spain,Lugo,TOTAL,2017,26167,1800,1696,1317,74625,54037,2591,964,2933,1421,2181,1894,-0.19,13.36,6.88,100,6.48,100,61.57,5.03,3.47,1.44,37.21,3.93,1.73,15.15,2.92,1.66
Spain,Lugo,TOTAL,2018,26657,2035,1770,1243,70627,49794,2652,923,2782,1181,2408,1920,1.87,14.27,7.63,100,6.64,100,NA,4.66,3.75,1.3,34.8,3.94,1.57,25.42,3.41,1.94
Spain,Lugo,TOTAL,2019,26626,1777,2112,1271,72229,51406,2427,866,3029,1097,2496,1848,-0.12,14.61,6.67,100,7.93,100,61.79,4.77,3.36,1.37,35.68,4.19,1.43,35.06,3.46,1.96
Spain,Lugo,TOTAL,2020,25987,1396,NA,1088,70151,49959,1835,555,NA,NA,1905,1627,-2.4,NA,5.37,100,NA,NA,60.44,4.19,2.62,1.31,30.25,NA,NA,17.09,2.72,1.75
Spain,Ourense,TOTAL,2008,25501,1709,2053,1290,75889,55925,2381,790,3237,1474,2859,2063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ourense,TOTAL,2009,25053,1748,1908,1221,72671,52474,2578,941,3118,1373,2644,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ourense,TOTAL,2010,24714,1709,NA,1217,70285,50395,2514,895,NA,NA,2590,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ourense,TOTAL,2011,24668,1854,1878,1053,69715,49768,2669,905,2934,1169,2175,1521,NA,15.13,7.52,NA,7.61,NA,NA,4.27,3.83,1.44,33.91,4.21,1.56,43,3.12,2.07
Spain,Ourense,TOTAL,2012,24594,1875,1933,1026,69545,49808,2736,933,3182,1394,2297,1609,-0.3,15.48,7.62,NA,7.86,NA,NA,4.17,3.93,1.46,34.1,4.58,1.65,42.76,3.3,2.24
Spain,Ourense,TOTAL,2013,24532,1933,1966,1013,71927,52196,2730,894,3167,1355,1798,1479,-0.25,15.89,7.88,NA,8.01,NA,NA,4.13,3.8,1.41,32.75,4.4,1.61,21.57,2.5,1.77
Spain,Ourense,TOTAL,2014,24652,2216,NA,1122,71828,51872,3048,899,NA,NA,2169,1671,0.49,NA,8.99,NA,NA,NA,60.52,4.55,4.24,1.38,29.49,NA,NA,29.8,3.02,1.93
Spain,Ourense,TOTAL,2016,25159,2251,2166,1110,73314,53149,3349,1276,3584,1582,2221,1632,NA,17.56,8.95,NA,8.61,NA,57.42,4.41,4.57,1.49,38.1,4.89,1.65,36.09,3.03,2
Spain,Ourense,TOTAL,2017,24905,1950,1800,1264,73932,54332,2720,962,2815,1180,1928,1763,-1.01,15.06,7.83,100,7.23,100,57.04,5.08,3.68,1.39,35.37,3.81,1.56,9.36,2.61,1.53
Spain,Ourense,TOTAL,2018,25144,2019,1839,1162,73559,53819,2673,855,2836,1205,2267,1719,0.96,15.34,8.03,100,7.31,100,NA,4.62,3.63,1.32,31.99,3.86,1.54,31.88,3.08,1.95
Spain,Ourense,TOTAL,2019,25047,1796,2216,1329,74362,54724,2426,796,3146,1087,2521,2061,-0.39,16.02,7.17,100,8.85,100,59.04,5.31,3.26,1.35,32.81,4.23,1.42,22.32,3.39,1.9
Spain,Ourense,TOTAL,2020,24238,1472,NA,1127,71439,52504,1945,597,NA,NA,2170,1666,-3.23,NA,6.07,100,NA,NA,57.79,4.65,2.72,1.32,30.69,NA,NA,30.25,3.04,1.93
Spain,Pontevedra,TOTAL,2008,75974,5470,6314,4576,301392,246530,8966,4143,11247,6220,11114,7608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Pontevedra,TOTAL,2009,74770,5308,6600,4387,285488,229008,8316,3489,11946,6188,10117,7458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Pontevedra,TOTAL,2010,73707,5875,NA,4156,270456,214672,8862,3534,NA,NA,9445,7160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Pontevedra,TOTAL,2011,73159,5974,6583,3195,260055,204190,8970,3504,11192,5403,6896,5523,NA,17.16,8.17,NA,9,NA,NA,4.37,3.45,1.5,39.06,4.3,1.7,24.86,2.65,2.16
Spain,Pontevedra,TOTAL,2012,72609,6063,6757,3021,250766,195680,8964,3325,12261,6440,6136,4914,-0.75,17.66,8.35,NA,9.31,NA,NA,4.16,3.57,1.48,37.09,4.89,1.81,24.87,2.45,2.03
Spain,Pontevedra,TOTAL,2013,71699,6093,6540,3154,238633,184016,8988,3298,11121,5491,6312,5021,-1.25,17.62,8.5,NA,9.12,NA,NA,4.4,3.77,1.48,36.69,4.66,1.7,25.71,2.65,2
Spain,Pontevedra,TOTAL,2014,72192,7491,NA,3275,233136,177565,10616,3607,NA,NA,6568,5144,0.69,NA,10.38,NA,NA,NA,54.82,4.54,4.55,1.42,33.98,NA,NA,27.68,2.82,2.01
Spain,Pontevedra,TOTAL,2016,74459,7082,6317,3482,250541,193242,9974,3548,10219,4535,7307,5365,NA,18,9.51,NA,8.48,NA,57.15,4.68,3.98,1.41,35.57,4.08,1.62,36.2,2.92,2.1
Spain,Pontevedra,TOTAL,2017,74290,6342,5661,4182,255450,198827,8986,3214,9323,4361,7331,6200,-0.23,16.16,8.54,100,7.62,100,55.83,5.63,3.52,1.42,35.77,3.65,1.65,18.24,2.87,1.75
Spain,Pontevedra,TOTAL,2018,75761,7107,5743,4035,260668,203024,9525,3235,9152,4097,8531,6050,1.98,16.96,9.38,100,7.58,100,NA,5.33,3.65,1.34,33.96,3.51,1.59,41.01,3.27,2.11
Spain,Pontevedra,TOTAL,2019,76161,6350,6731,3959,261681,203851,8633,3026,10185,4090,8524,5837,0.53,17.18,8.34,100,8.84,100,55.9,5.2,3.3,1.36,35.05,3.89,1.51,46.03,3.26,2.15
Spain,Pontevedra,TOTAL,2020,74484,5086,NA,3659,252413,196113,6791,2161,NA,NA,7186,5405,-2.2,NA,6.83,100,NA,NA,57.69,4.91,2.69,1.34,31.82,NA,NA,32.95,2.85,1.96
Spain,Principado de Asturias,TOTAL,2008,78534,5604,6603,4298,285504,224532,8809,3816,11249,5617,10403,7533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Principado de Asturias,TOTAL,2009,76771,5164,6602,4136,271900,211207,7886,3183,11009,5062,9003,7211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Principado de Asturias,TOTAL,2010,75340,5507,NA,3985,265365,206020,8238,3185,NA,NA,8433,6744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Principado de Asturias,TOTAL,2011,75160,6031,6678,3280,253586,193830,8859,3272,10603,4560,6929,5608,NA,16.91,8.02,NA,8.89,NA,NA,4.36,3.49,1.47,36.93,4.18,1.59,23.56,2.73,2.11
Spain,Principado de Asturias,TOTAL,2012,73731,5545,7204,2842,243016,184647,8487,3259,11743,5190,5909,4637,-1.9,17.29,7.52,NA,9.77,NA,NA,3.85,3.49,1.53,38.4,4.83,1.63,27.43,2.43,2.08
Spain,Principado de Asturias,TOTAL,2013,72591,6213,6628,2885,238947,181476,8914,3110,10800,4821,6084,4610,-1.55,17.69,8.56,NA,9.13,NA,NA,3.97,3.73,1.43,34.89,4.52,1.63,31.97,2.55,2.11
Spain,Principado de Asturias,TOTAL,2014,72707,7216,NA,3217,234747,176717,9968,3166,NA,NA,6279,5014,0.16,NA,9.92,NA,NA,NA,53.34,4.42,4.25,1.38,31.76,NA,NA,25.23,2.67,1.95
Spain,Principado de Asturias,TOTAL,2016,73881,6810,6091,3481,241442,182679,9655,3445,9928,4397,7136,5207,NA,17.46,9.22,NA,8.24,NA,56.03,4.71,4,1.42,35.68,4.11,1.63,37.05,2.96,2.05
Spain,Principado de Asturias,TOTAL,2017,73890,6231,5911,3822,245822,187515,9034,3376,9287,3929,6548,5631,0.01,16.43,8.43,100,8,100,52.97,5.17,3.68,1.45,37.37,3.78,1.57,16.28,2.66,1.71
Spain,Principado de Asturias,TOTAL,2018,74982,6639,5875,3802,245032,186300,9074,3126,9122,3843,7925,5611,1.48,16.69,8.85,100,7.84,100,NA,5.07,3.7,1.37,34.45,3.72,1.55,41.24,3.23,2.08
Spain,Principado de Asturias,TOTAL,2019,75003,6118,6203,3806,255375,196705,8493,2998,9494,3964,7725,5644,0.03,16.43,8.16,100,8.27,100,55.89,5.07,3.33,1.39,35.3,3.72,1.53,36.87,3.02,2.03
Spain,Principado de Asturias,TOTAL,2020,73422,4674,NA,3439,241039,183777,6099,1856,NA,NA,7301,5289,-2.11,NA,6.37,100,NA,NA,55.19,4.68,2.53,1.3,30.43,NA,NA,38.04,3.03,2.12
Spain,Asturias,TOTAL,2008,78534,5604,6603,4298,285504,224532,8809,3816,11249,5617,10403,7533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Asturias,TOTAL,2009,76771,5164,6602,4136,271900,211207,7886,3183,11009,5062,9003,7211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Asturias,TOTAL,2010,75340,5507,NA,3985,265365,206020,8238,3185,NA,NA,8433,6744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Asturias,TOTAL,2011,75160,6031,6678,3280,253586,193830,8859,3272,10603,4560,6929,5608,NA,16.91,8.02,NA,8.89,NA,NA,4.36,3.49,1.47,36.93,4.18,1.59,23.56,2.73,2.11
Spain,Asturias,TOTAL,2012,73731,5545,7204,2842,243016,184647,8487,3259,11743,5190,5909,4637,-1.9,17.29,7.52,NA,9.77,NA,NA,3.85,3.49,1.53,38.4,4.83,1.63,27.43,2.43,2.08
Spain,Asturias,TOTAL,2013,72591,6213,6628,2885,238947,181476,8914,3110,10800,4821,6084,4610,-1.55,17.69,8.56,NA,9.13,NA,NA,3.97,3.73,1.43,34.89,4.52,1.63,31.97,2.55,2.11
Spain,Asturias,TOTAL,2014,72707,7216,NA,3217,234747,176717,9968,3166,NA,NA,6279,5014,0.16,NA,9.92,NA,NA,NA,53.34,4.42,4.25,1.38,31.76,NA,NA,25.23,2.67,1.95
Spain,Asturias,TOTAL,2016,73881,6810,6091,3481,241442,182679,9655,3445,9928,4397,7136,5207,NA,17.46,9.22,NA,8.24,NA,56.03,4.71,4,1.42,35.68,4.11,1.63,37.05,2.96,2.05
Spain,Asturias,TOTAL,2017,73890,6231,5911,3822,245822,187515,9034,3376,9287,3929,6548,5631,0.01,16.43,8.43,100,8,100,52.97,5.17,3.68,1.45,37.37,3.78,1.57,16.28,2.66,1.71
Spain,Asturias,TOTAL,2018,74982,6639,5875,3802,245032,186300,9074,3126,9122,3843,7925,5611,1.48,16.69,8.85,100,7.84,100,NA,5.07,3.7,1.37,34.45,3.72,1.55,41.24,3.23,2.08
Spain,Asturias,TOTAL,2019,75003,6118,6203,3806,255375,196705,8493,2998,9494,3964,7725,5644,0.03,16.43,8.16,100,8.27,100,55.89,5.07,3.33,1.39,35.3,3.72,1.53,36.87,3.02,2.03
Spain,Asturias,TOTAL,2020,73422,4674,NA,3439,241039,183777,6099,1856,NA,NA,7301,5289,-2.11,NA,6.37,100,NA,NA,55.19,4.68,2.53,1.3,30.43,NA,NA,38.04,3.03,2.12
Spain,Cantabria,TOTAL,2008,43390,3101,3721,2840,179408,146510,5345,2544,6623,3590,6732,4781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Cantabria,TOTAL,2009,42575,2972,3715,2398,172413,139169,4444,1734,6445,3161,5319,4311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Cantabria,TOTAL,2010,41799,3086,NA,2191,167541,134908,4773,1986,NA,NA,4441,3784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Cantabria,TOTAL,2011,41609,3122,3693,1757,159959,127160,4465,1557,5987,2658,4022,3437,NA,16.38,7.5,NA,8.88,NA,NA,4.22,2.79,1.43,34.87,3.74,1.62,17.02,2.51,2.29
Spain,Cantabria,TOTAL,2012,40899,3131,3842,1637,156745,124702,4541,1595,6297,2843,3359,2608,-1.71,17.05,7.66,NA,9.39,NA,NA,4,2.9,1.45,35.12,4.02,1.64,28.8,2.14,2.05
Spain,Cantabria,TOTAL,2013,40185,3225,3676,1652,161654,130131,4781,1777,6499,3269,3613,2750,-1.75,17.17,8.03,NA,9.15,NA,NA,4.11,2.96,1.48,37.17,4.02,1.77,31.38,2.24,2.19
Spain,Cantabria,TOTAL,2014,40232,3948,NA,1674,158193,126497,5586,1930,NA,NA,3177,2526,0.12,NA,9.81,NA,NA,NA,53.62,4.16,3.53,1.41,34.55,NA,NA,25.77,2.01,1.9
Spain,Cantabria,TOTAL,2016,41852,4491,3772,1818,161629,129029,6772,2829,6512,3174,3888,2788,NA,19.74,10.73,NA,9.01,NA,56.37,4.34,4.19,1.51,41.77,4.03,1.73,39.45,2.41,2.14
Spain,Cantabria,TOTAL,2017,41372,3439,3251,2228,164909,133390,4807,1726,5064,2219,3876,3407,-1.15,16.17,8.31,100,7.86,100,56.43,5.39,2.91,1.4,35.91,3.07,1.56,13.77,2.35,1.74
Spain,Cantabria,TOTAL,2018,41993,3697,3085,2287,161140,129324,5015,1718,4949,2275,4820,3414,1.5,16.15,8.8,100,7.35,100,NA,5.45,3.11,1.36,34.26,3.07,1.6,41.18,2.99,2.11
Spain,Cantabria,TOTAL,2019,42367,3448,3311,2808,165758,133714,4622,1551,5048,2133,5846,4495,0.89,15.95,8.14,100,7.82,100,62.53,6.63,2.79,1.34,33.56,3.05,1.52,30.06,3.53,2.08
Spain,Cantabria,TOTAL,2020,41791,2635,NA,2043,161059,129511,3467,1094,NA,NA,4079,3035,-1.36,NA,6.31,100,NA,NA,59.41,4.89,2.15,1.32,31.55,NA,NA,34.4,2.53,2
Spain,NORESTE,TOTAL,2011,337817,21561,30405,14830,1396621,1138077,33098,14411,47635,19631,30566,25938,NA,15.38,6.38,NA,9,NA,NA,4.39,2.37,1.54,43.54,3.41,1.57,17.84,2.19,2.06
Spain,NORESTE,TOTAL,2012,330583,22260,29069,12880,1351505,1103261,33648,13967,48189,22843,26835,21613,-2.14,15.53,6.73,NA,8.79,NA,NA,3.9,2.49,1.51,41.51,3.57,1.66,24.16,1.99,2.08
Spain,NORESTE,TOTAL,2013,323876,22284,27338,14750,1319332,1074863,33314,13796,43530,19341,28384,24136,-2.03,15.32,6.88,NA,8.44,NA,NA,4.55,2.53,1.49,41.41,3.3,1.59,17.6,2.15,1.92
Spain,NORESTE,TOTAL,2014,323875,27337,NA,13127,1332877,1087410,39890,15710,NA,NA,26095,21691,0,NA,8.44,NA,NA,NA,60.88,4.05,2.99,1.46,39.38,NA,NA,20.3,1.96,1.99
Spain,NORESTE,TOTAL,2016,322961,27102,29111,13151,1363263,1122131,40227,17075,47245,21103,28026,21266,NA,17.41,8.39,NA,9.01,NA,59.02,4.07,2.95,1.48,42.45,3.47,1.62,31.79,2.06,2.13
Spain,NORESTE,TOTAL,2017,320227,24319,22243,15702,1394825,1159451,36554,15862,34253,14716,29076,25092,-0.85,14.54,7.59,100,6.95,100,57.44,4.9,2.62,1.5,43.39,2.46,1.54,15.88,2.08,1.85
Spain,NORESTE,TOTAL,2018,323831,25269,23396,10030,1371237,1133281,37781,16510,35822,15495,25487,18537,1.13,15.03,7.8,100,7.22,100,NA,3.1,2.76,1.5,43.7,2.61,1.53,37.49,1.86,2.54
Spain,NORESTE,TOTAL,2019,326359,26077,25281,16302,1399974,1159404,37227,15131,37119,14781,34177,26518,0.78,15.74,7.99,100,7.75,100,60.15,5,2.66,1.43,40.65,2.65,1.47,28.88,2.44,2.1
Spain,NORESTE,TOTAL,2020,321938,20965,NA,14382,1336984,1099399,29086,11238,NA,NA,31510,23717,-1.35,NA,6.51,100,NA,NA,59.14,4.47,2.18,1.39,38.64,NA,NA,32.86,2.36,2.19
Spain,País Vasco,TOTAL,2008,182664,10323,13017,10011,853241,718195,17417,9945,22188,11155,21755,17689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,País Vasco,TOTAL,2009,178793,9483,11451,10177,807660,672375,15229,7985,18061,7761,20786,17996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,País Vasco,TOTAL,2010,180830,13687,NA,10134,795407,658380,19687,8134,NA,NA,19978,18173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,País Vasco,TOTAL,2011,172675,9628,16230,7639,770323,640952,15197,7456,25145,10344,15508,13697,NA,14.97,5.58,NA,9.4,NA,NA,4.42,1.97,1.58,49.06,3.26,1.55,13.22,2.01,2.03
Spain,País Vasco,TOTAL,2012,167992,10765,15820,6731,743941,621209,16336,7358,25933,12597,13165,11501,-2.71,15.83,6.41,NA,9.42,NA,NA,4.01,2.2,1.52,45.04,3.49,1.64,14.47,1.77,1.96
Spain,País Vasco,TOTAL,2013,161490,9192,14440,8151,721171,602765,14099,6829,22066,9437,14631,13016,-3.87,14.63,5.69,NA,8.94,NA,NA,5.05,1.96,1.53,48.44,3.06,1.53,12.41,2.03,1.79
Spain,País Vasco,TOTAL,2014,159000,11523,NA,6397,717342,600696,17686,8340,NA,NA,12366,10890,-1.54,NA,7.25,NA,NA,NA,66.44,4.02,2.47,1.53,47.16,NA,NA,13.55,1.72,1.93
Spain,País Vasco,TOTAL,2016,153230,11838,14630,5777,736139,626240,18141,8515,23549,10857,12217,9829,NA,17.27,7.73,NA,9.55,NA,62.85,3.77,2.46,1.53,46.94,3.2,1.61,24.3,1.66,2.11
Spain,País Vasco,TOTAL,2017,152530,11813,10146,6939,738636,629532,17956,8298,15405,6596,13452,11971,-0.46,14.4,7.74,100,6.65,100,60.22,4.55,2.43,1.52,46.21,2.09,1.52,12.37,1.82,1.94
Spain,País Vasco,TOTAL,2018,153624,11640,11577,1837,709556,599097,18122,8766,17281,7319,7888,6016,0.72,15.11,7.58,100,7.54,100,NA,1.2,2.55,1.56,48.37,2.44,1.49,31.12,1.11,4.29
Spain,País Vasco,TOTAL,2019,155004,12847,12009,7115,717935,605843,19112,8624,17677,7143,14944,12324,0.9,16.04,8.29,100,7.75,100,60.1,4.59,2.66,1.49,45.12,2.46,1.47,21.26,2.08,2.1
Spain,País Vasco,TOTAL,2020,153792,10658,NA,7045,686428,574845,15042,6353,NA,NA,14662,12146,-0.78,NA,6.93,100,NA,NA,59.64,4.58,2.19,1.41,42.24,NA,NA,20.71,2.14,2.08
Spain,Araba/Álava,TOTAL,2008,23564,1390,1763,1145,138983,122011,2655,1671,3170,1680,3133,2471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Araba/Álava,TOTAL,2009,22953,1223,1562,1223,136483,119684,2196,1297,2724,1275,2921,2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Araba/Álava,TOTAL,2010,23042,1627,NA,1304,134594,117764,2907,1566,NA,NA,3130,2818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Araba/Álava,TOTAL,2011,22278,1329,2003,1030,138175,122122,2301,1276,3360,1536,2325,2135,NA,14.96,5.97,NA,8.99,NA,NA,4.62,1.67,1.73,55.45,2.43,1.68,8.9,1.68,2.26
Spain,Araba/Álava,TOTAL,2012,21954,1422,2038,859,132556,117165,2361,1195,3814,2154,1970,1661,-1.45,15.76,6.48,NA,9.28,NA,NA,3.91,1.78,1.66,50.61,2.88,1.87,18.6,1.49,2.29
Spain,Araba/Álava,TOTAL,2013,21001,1148,1753,967,126717,111837,2007,1144,2918,1388,2197,1975,-4.34,13.81,5.47,NA,8.35,NA,NA,4.6,1.58,1.75,57,2.3,1.66,11.24,1.73,2.27
Spain,Araba/Álava,TOTAL,2014,20851,1506,NA,886,125478,110653,2566,1387,NA,NA,1872,1702,-0.71,NA,7.22,NA,NA,NA,66.67,4.25,2.04,1.7,54.05,NA,NA,9.99,1.49,2.11
Spain,Araba/Álava,TOTAL,2016,20240,1477,2029,713,124334,110269,2415,1240,3504,1748,1734,1439,NA,17.32,7.3,NA,10.02,NA,62.11,3.52,1.94,1.64,51.35,2.82,1.73,20.5,1.39,2.43
Spain,Araba/Álava,TOTAL,2017,20153,1514,1330,929,126803,112908,2634,1444,2151,1047,2088,1759,-0.43,14.11,7.51,100,6.6,100,61.69,4.61,2.08,1.74,54.82,1.7,1.62,18.7,1.65,2.25
Spain,Araba/Álava,TOTAL,2018,20091,1437,1443,318,91123,77087,2415,1289,2324,1092,1215,953,-0.31,14.33,7.15,100,7.18,100,NA,1.58,2.65,1.68,53.37,2.55,1.61,27.49,1.33,3.82
Spain,Araba/Álava,TOTAL,2019,20285,1689,1534,907,92859,78634,2817,1467,2541,1229,1872,1664,0.97,15.89,8.33,100,7.56,100,61.41,4.47,3.03,1.67,52.08,2.74,1.66,12.5,2.02,2.06
Spain,Araba/Álava,TOTAL,2020,20211,1366,NA,910,91066,76715,2039,917,NA,NA,2178,1846,-0.36,NA,6.76,100,NA,NA,60.11,4.5,2.24,1.49,44.97,NA,NA,17.98,2.39,2.39
Spain,Gipuzkoa,TOTAL,2008,65048,3543,4789,3482,260011,210766,5746,3106,7630,3429,6689,5647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Gipuzkoa,TOTAL,2009,63434,3201,4204,3581,244670,195458,4953,2469,6412,2587,6733,6228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Gipuzkoa,TOTAL,2010,63552,4508,NA,3574,239306,189972,6197,2313,NA,NA,6634,6014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Gipuzkoa,TOTAL,2011,60119,3113,5743,2612,227193,181227,4792,2293,8341,2992,4933,4489,NA,14.73,5.18,NA,9.55,NA,NA,4.34,2.11,1.54,47.85,3.67,1.45,9.89,2.17,1.89
Spain,Gipuzkoa,TOTAL,2012,58078,3689,5212,2247,219784,176518,5345,2167,8714,4236,4143,3722,-3.39,15.33,6.35,NA,8.97,NA,NA,3.87,2.43,1.45,40.54,3.96,1.67,11.31,1.89,1.84
Spain,Gipuzkoa,TOTAL,2013,55759,2989,4679,2702,214776,173336,4408,1955,7149,2961,4528,4054,-3.99,13.75,5.36,NA,8.39,NA,NA,4.85,2.05,1.47,44.35,3.33,1.53,11.69,2.11,1.68
Spain,Gipuzkoa,TOTAL,2014,54878,3726,NA,2105,211657,170951,5549,2466,NA,NA,3908,3445,-1.58,NA,6.79,NA,NA,NA,67.62,3.84,2.62,1.49,44.44,NA,NA,13.44,1.85,1.86
Spain,Gipuzkoa,TOTAL,2016,52380,3897,4851,1881,224419,186648,5804,2598,7649,3403,3793,3045,NA,16.7,7.44,NA,9.26,NA,62.93,3.59,2.59,1.49,44.76,3.41,1.58,24.56,1.69,2.02
Spain,Gipuzkoa,TOTAL,2017,52160,3941,3472,2305,222218,184746,5868,2614,5154,2131,3949,3816,-0.42,14.21,7.56,100,6.66,100,61.86,4.42,2.64,1.49,44.55,2.32,1.48,3.49,1.78,1.71
Spain,Gipuzkoa,TOTAL,2018,52606,3827,3932,492,237023,199229,6035,2926,5855,2443,1995,1633,0.86,14.75,7.27,100,7.47,100,NA,0.94,2.55,1.58,48.48,2.47,1.49,22.17,0.84,4.05
Spain,Gipuzkoa,TOTAL,2019,52925,4178,4141,2325,241586,203493,6201,2826,6070,2409,4757,3905,0.61,15.72,7.89,100,7.82,100,59.66,4.39,2.57,1.48,45.57,2.51,1.47,21.82,1.97,2.05
Spain,Gipuzkoa,TOTAL,2020,52014,3313,NA,2362,229460,192029,4758,2125,NA,NA,4792,3990,-1.72,NA,6.37,100,NA,NA,59.93,4.54,2.07,1.44,44.66,NA,NA,20.1,2.09,2.03
Spain,Bizkaia,TOTAL,2008,94052,5390,6465,5384,454247,385418,9016,5168,11388,6046,11933,9572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Bizkaia,TOTAL,2009,92406,5059,5685,5373,426507,357233,8080,4219,8925,3899,11132,9381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Bizkaia,TOTAL,2010,94236,7552,NA,5256,421507,350644,10583,4255,NA,NA,10214,9342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
