anio,region,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios
2012-01-01,Rondônia,0.487,16.1976442139243,39.9,1628,NA,0.692,1246.7172897391724,NA,33.08
2013-01-01,Rondônia,0.475,14.3263937066782,37.5,1648,NA,0.694,1241.6871880977644,NA,27.95
2014-01-01,Rondônia,0.443,14.35718640172,35.6,1668,NA,0.691,1230.2830775091975,NA,33.06
2015-01-01,Rondônia,0.462,14.1809680153005,37.8,1688,NA,0.689,1224.803031596455,NA,33.93
2016-01-01,Rondônia,0.465,14.0062209633168,37.6,1708,46.6,0.686,1194.0166833903108,8,39.33
2017-01-01,Rondônia,0.447,14.7460963776224,34.7,1727,49.5,0.693,1250.2393726901892,8.4,30.68
2018-01-01,Rondônia,0.496,14.9647054438526,33.5,1747,48,0.71,1413.3830403826867,8.6,27.08
2019-01-01,Rondônia,0.472,14.8879108373528,32.5,1767,50.9,0.705,1371.5913212492242,8.8,25.15
2020-01-01,Rondônia,0.439,15.1572098950749,28.7,1786,47.6,0.704,1352.288466376011,NA,25.38
2021-01-01,Rondônia,0.459,14.9583531023733,39.2,1717,48.7,0.677,1144.5474531167974,NA,29.52
2022-01-01,Rondônia,0.447,18.1630115514784,29.6,1721,48.1,NA,1384.7667344540737,9.2,32.97
2023-01-01,Rondônia,0.455,NA,24.4140564982483,1727,48.2,NA,1523.3966753986758,9,29.98370450841934
2024-01-01,Rondônia,0.443,NA,20.489069004458543,1733,44.5,NA,1720.1111225559157,9.2,NA
2012-01-01,Acre,0.566,11.4269877798881,53.9,777,NA,0.67,1126.6679900475265,NA,27.41
2013-01-01,Acre,0.553,11.7561880507106,53.5,790,NA,0.67,1112.650610111155,NA,30.14
2014-01-01,Acre,0.529,12.5657562388997,51.4,803,NA,0.669,1116.2610181813634,NA,29.36
2015-01-01,Acre,0.549,11.6269553642533,52.5,816,NA,0.674,1157.3996296505825,NA,27.01
2016-01-01,Acre,0.563,10.6839845090227,56.6,828,54,0.66,1050.7185702608822,8,44.45
2017-01-01,Acre,0.545,10.5275709347469,54.6,840,50,0.655,1025.589806014683,8.3,62.2
2018-01-01,Acre,0.558,10.3282264439857,50.2,853,52.7,0.676,1180.2807896726067,8.4,47.05
2019-01-01,Acre,0.559,9.95767696896207,51.9,865,51.6,0.668,1113.2394011444321,8.7,36.85
2020-01-01,Acre,0.515,9.72060944942441,48.4,878,51.6,0.668,1122.504679042041,NA,33.98
2021-01-01,Acre,0.539,11.0020592940565,54.1,848,46.5,0.655,1011.46758708461,NA,22.6
2022-01-01,Acre,0.523,12.2645037316928,51,852,47.2,NA,1073.6646416740416,9.4,26.39
2023-01-01,Acre,0.511,NA,51.49683073689808,856,45.1,NA,1074.354951007459,9,23.7417943107221
2024-01-01,Acre,0.504,NA,45.94635325388744,860,43.9,NA,1258.9802343104113,9.2,NA
2012-01-01,Amazonas,0.589,17.206097604927,53.5,3541,NA,0.683,1175.537880411467,NA,37.43
2013-01-01,Amazonas,0.581,17.3513491371733,53.4,3605,NA,0.683,1161.5813240654336,NA,31.28
2014-01-01,Amazonas,0.562,16.5043867241644,50.6,3671,NA,0.683,1172.9381934580142,NA,32.01
2015-01-01,Amazonas,0.553,15.0743297144614,52.2,3736,NA,0.673,1109.2313662075333,NA,37.38
2016-01-01,Amazonas,0.558,14.1154730194179,59.3,3798,55.9,0.654,973.7683011443994,9,36.28
2017-01-01,Amazonas,0.591,14.0405494097533,56.7,3859,58.1,0.672,1096.4099172736703,9.4,41.19
2018-01-01,Amazonas,0.544,14.3665643845675,55.2,3922,54.3,0.655,1002.5260233275491,9.5,37.79
2019-01-01,Amazonas,0.566,14.6657477161794,56.4,3983,55.4,0.658,1019.8757695415878,9.8,38.41
2020-01-01,Amazonas,0.533,14.5506078559738,51.6,4044,59.1,0.657,1009.4612004283591,NA,31.51
2021-01-01,Amazonas,0.541,14.378978209820101,58.4,4000,59.8,0.641,914.875913795966,NA,42.52
2022-01-01,Amazonas,0.509,15.8321972541652,55.1,4039,58.1,NA,990.7277376129393,10.1,42.55
2023-01-01,Amazonas,0.512,NA,45.49327558084757,4078,57.2,NA,1165.8202527092858,10.1,36.83961146647714
2024-01-01,Amazonas,0.474,NA,39.21087358901987,4117,53.3,NA,1229.9496248054963,10.3,NA
2012-01-01,Roraima,0.549,14.0469231462247,41.4,427,NA,0.717,1450.5406346306765,NA,30.67
2013-01-01,Roraima,0.556,14.6876033648444,42.5,437,NA,0.723,1486.3405681386132,NA,43.85
2014-01-01,Roraima,0.523,14.4647338472252,39.3,446,NA,0.712,1406.1863330953065,NA,31.79
2015-01-01,Roraima,0.537,13.8916143598239,38,457,NA,0.719,1475.058820360269,NA,40.15
2016-01-01,Roraima,0.537,13.586597638226,40.3,468,44.3,0.714,1416.7159802639594,9.6,39.67
2017-01-01,Roraima,0.526,14.172564025136,43.7,487,44,0.697,1285.1709541035457,10,47.45
2018-01-01,Roraima,0.566,13.5795212567416,40.3,513,44.6,0.723,1529.7733300880802,10,71.8
2019-01-01,Roraima,0.58,13.2566489963717,49.7,540,48.3,0.696,1291.3554974214653,10.4,38.63
2020-01-01,Roraima,0.54,13.3974520309745,48.5,563,45.8,0.68,1158.0865664632897,NA,37.54
2021-01-01,Roraima,0.596,13.0178063454744,57.1,574,49.8,0.68,1160.3287136064623,NA,39.52
2022-01-01,Roraima,0.547,14.2453657969699,45.1,590,45.2,NA,1303.663467147089,10.5,38.64
2023-01-01,Roraima,0.52,NA,35.47688903505153,608,48.1,NA,1428.220490725897,10.6,35.9016393442623
2024-01-01,Roraima,0.53,NA,37.56315085988252,627,44.7,NA,1512.6956884919596,10.8,NA
2012-01-01,Pará,0.533,11.7752873256724,54.5,7921,NA,0.658,1001.8465550655345,NA,41.37
2013-01-01,Pará,0.531,12.1011674780653,54.6,8014,NA,0.66,1000.0234157016496,NA,42.72
2014-01-01,Pará,0.507,11.3827999098225,51,8109,NA,0.66,1013.2362980492276,NA,42.68
2015-01-01,Pará,0.515,10.9808689427002,53.1,8204,NA,0.656,990.6835127753604,NA,44.95
2016-01-01,Pará,0.51,10.5908772272473,55,8293,60.5,0.646,924.8341662236605,8.1,50.85
2017-01-01,Pará,0.506,11.3533837932537,53.9,8381,61.7,0.647,932.8567440912543,8.3,54.68
2018-01-01,Pará,0.562,11.1193636927088,53.4,8472,61.1,0.667,1079.3105342288277,8.5,53.19
2019-01-01,Pará,0.528,11.6719546412561,54.7,8561,61.4,0.651,972.9527514776278,8.7,39.58
2020-01-01,Pará,0.48,13.1118798171879,46.3,8649,61.1,0.664,1047.9185662734967,NA,32.32
2021-01-01,Pará,0.529,13.9821424270306,55.1,8470,58.6,0.645,934.2959976570472,NA,32.43
2022-01-01,Pará,0.508,12.5036449413336,47,8519,62.9,NA,1112.710701849275,8.9,32.89
2023-01-01,Pará,0.501,NA,39.242945923799496,8565,59.6,NA,1273.0379867862644,9.2,28.555380813300385
2024-01-01,Pará,0.492,NA,38.56482270841833,8612,56.7,NA,1325.2043083191065,9.4,NA
2012-01-01,Amapá,0.528,13.6270298160783,52.7,721,NA,0.673,1108.5015656611195,NA,36.22
2013-01-01,Amapá,0.513,13.8152715172707,46.3,738,NA,0.691,1219.1538851804125,NA,30.61
2014-01-01,Amapá,0.523,13.1641599977547,46.6,755,NA,0.687,1202.155469407754,NA,34.09
2015-01-01,Amapá,0.548,12.3988853558194,48.6,772,NA,0.69,1229.3908361739125,NA,38.22
2016-01-01,Amapá,0.555,11.6304239464276,51.7,789,49.1,0.682,1161.7812129058682,9.7,48.7
2017-01-01,Amapá,0.589,11.8758938886775,55.4,805,49,0.683,1175.0758477405434,9.9,48.01
2018-01-01,Amapá,0.547,11.8570346411122,52.8,822,49.4,0.666,1078.0707819663505,9.8,51.36
2019-01-01,Amapá,0.513,11.6240665792299,53.5,838,53.8,0.665,1066.4222422062244,9.8,42.68
2020-01-01,Amapá,0.5,11.3096955357348,49.1,853,53.4,0.663,1042.8816979241476,NA,44.9
2021-01-01,Amapá,0.53,10.6909656669447,57,782,50,0.648,953.2555145306217,NA,52.64
2022-01-01,Amapá,0.531,13.837197557066,47.8,787,46.3,NA,1217.7348107967744,10.3,40.48
2023-01-01,Amapá,0.491,NA,32.892539623617324,791,46.6,NA,1491.7591830498295,10.5,57.333333333333336
2024-01-01,Amapá,0.509,NA,35.817096347348205,794,45.9,NA,1508.2078845096246,10.5,NA
2012-01-01,Tocantins,0.507,12.4785192838582,48.2,1437,NA,0.674,1111.7384941052135,NA,26.73
2013-01-01,Tocantins,0.515,12.8076191688424,47.1,1455,NA,0.68,1138.4772403050947,NA,23.61
2014-01-01,Tocantins,0.498,12.9064106814045,42.1,1473,NA,0.692,1240.7438888618933,NA,25.45
2015-01-01,Tocantins,0.506,13.0947291389022,43.3,1491,NA,0.688,1215.1173729811799,NA,33.2
2016-01-01,Tocantins,0.489,13.0712239175764,43.4,1508,42.9,0.679,1139.6021421568823,8.3,37.64
2017-01-01,Tocantins,0.495,13.4637264418034,42.2,1524,43.9,0.687,1205.690477599257,8.6,35.93
2018-01-01,Tocantins,0.529,13.4296985544096,41.3,1542,44.5,0.698,1314.4040174476797,8.7,36.65
2019-01-01,Tocantins,0.53,14.0589775517968,43.7,1560,46.6,0.693,1273.5131130203965,8.8,28.99
2020-01-01,Tocantins,0.485,14.4848879912141,38.2,1577,43.7,0.691,1241.746122068037,NA,30.43
2021-01-01,Tocantins,0.514,15.0377074463739,42.8,1532,44,0.684,1192.6142424961602,NA,27.43
2022-01-01,Tocantins,0.507,16.5584093720761,34,1541,43.7,NA,1421.5249851206531,9.5,28.19
2023-01-01,Tocantins,0.477,NA,28.59880380591986,1551,45.3,NA,1544.2863512964248,9.5,25.752919483712354
2024-01-01,Tocantins,0.477,NA,23.852117262313964,1561,42.3,NA,1724.6278073875742,9.7,NA
2012-01-01,Maranhão,0.498,7.70521422702918,64.3,6766,NA,0.602,722.0657175671356,NA,26.47
2013-01-01,Maranhão,0.494,7.92658113078211,62.3,6803,NA,0.607,743.1230325301892,NA,31.84
2014-01-01,Maranhão,0.475,8.27409300216962,60.8,6842,NA,0.61,758.6001914892169,NA,35.94
2015-01-01,Maranhão,0.495,7.79495031226791,61.3,6883,NA,0.613,776.1312647847756,NA,35.31
2016-01-01,Maranhão,0.517,7.7824348702349,62.8,6921,65.7,0.615,782.2011367803295,7.1,34.63
2017-01-01,Maranhão,0.526,7.82729334429133,62.8,6960,64.3,0.616,784.6594022619753,7.3,31.14
2018-01-01,Maranhão,0.528,8.1725441994043,63.2,7001,60.6,0.613,772.8861544894428,7.6,28.17
2019-01-01,Maranhão,0.531,7.73016336017191,62.1,7041,60.2,0.614,782.1546419504315,7.8,24.08
2020-01-01,Maranhão,0.482,7.93030504933512,57.3,7080,61.2,0.621,818.1976810300152,NA,29.55
2021-01-01,Maranhão,0.53,8.15579000015671,65.6,6945,61.3,0.603,722.710961567039,NA,27.94
2022-01-01,Maranhão,0.491,8.86914834449816,56.7,6954,59.7,NA,858.3693230806493,8.4,27.14
2023-01-01,Maranhão,0.492,NA,51.21800904105231,6959,56.5,NA,968.5256437755141,8.5,27.919911012235815
2024-01-01,Maranhão,0.487,NA,45.799977836389964,6966,57.5,NA,1075.7255084139642,8.6,NA
2012-01-01,Piauí,0.495,7.76930047191809,55.4,3213,NA,0.635,895.7685633956066,NA,16.61
2013-01-01,Piauí,0.535,7.81620642088833,51,3221,NA,0.666,1080.6284215647204,NA,18.78
2014-01-01,Piauí,0.516,8.73336239082601,49.8,3229,NA,0.665,1081.313103369801,NA,22.45
2015-01-01,Piauí,0.52,8.40155960944959,48.9,3238,NA,0.668,1107.6928130025276,NA,20.29
2016-01-01,Piauí,0.528,8.20100948939553,53.1,3246,59.5,0.655,1011.7597604126919,7.4,21.82
2017-01-01,Piauí,0.529,8.64573474995716,53.2,3255,58.6,0.653,994.1590748177523,7.6,19.45
2018-01-01,Piauí,0.53,9.06076304562286,52.2,3264,58.2,0.658,1038.4731645797751,7.6,18.96
2019-01-01,Piauí,0.537,9.08392306422344,52.6,3272,58.8,0.657,1031.5174626550468,7.7,17.38
2020-01-01,Piauí,0.474,9.0685891147751,46.6,3281,58.7,0.659,1039.6047662715318,NA,20.53
2021-01-01,Piauí,0.516,9.08650712330821,51.8,3348,56.7,0.649,973.991154536482,NA,23.28
2022-01-01,Piauí,0.518,9.5731940654998,48.2,3357,56.8,NA,1138.8744876704848,8.1,24.09
2023-01-01,Piauí,0.552,NA,45.34031798806227,3366,52.5,NA,1326.545758042069,8.4,21.949742658189525
2024-01-01,Piauí,0.493,NA,37.31170379782223,3375,54.9,NA,1346.7120222225258,8.6,NA
2012-01-01,Ceará,0.545,9.63728290166926,56.2,8735,NA,0.648,1012.7871130474946,NA,44.63
2013-01-01,Ceará,0.537,9.88150616874782,52.4,8789,NA,0.656,1046.745824738133,NA,50.95
2014-01-01,Ceará,0.522,10.5156734472499,51.6,8844,NA,0.656,1051.3413481727707,NA,52.31
2015-01-01,Ceará,0.528,10.0606804404762,52.2,8902,NA,0.657,1064.3663150976831,NA,46.75
2016-01-01,Ceará,0.543,9.79655832014634,54.4,8959,53.2,0.656,1033.890948505419,7.5,40.63
2017-01-01,Ceará,0.547,10.0345086691171,52.3,9015,53.6,0.666,1089.1405162535023,7.9,60.23
2018-01-01,Ceará,0.547,10.0596542901637,51.6,9073,55.7,0.666,1106.687044695168,8.2,53.99
2019-01-01,Ceará,0.562,10.064294721295,51,9129,54.9,0.677,1179.4172789153845,8.3,26.47
2020-01-01,Ceará,0.544,9.58767458792319,47.5,9184,53.4,0.684,1223.5251247720628,NA,43.45
2021-01-01,Ceará,0.549,9.8447770546924,54.6,9114,53.4,0.658,1028.8983492796872,NA,37.56
2022-01-01,Ceará,0.518,10.4422854581163,50.7,9146,53.3,NA,1082.1827024711608,8.6,32.62
2023-01-01,Ceará,0.513,NA,48.723369260725825,9180,52.7,NA,1140.1909873315615,8.7,32.037691401649
2024-01-01,Ceará,0.489,NA,43.277529895434704,9217,54,NA,1208.4172373600386,8.8,NA
2012-01-01,Rio Grande do Norte,0.508,12.2962890625519,51.5,3303,NA,0.658,1032.8343557529481,NA,34.82
2013-01-01,Rio Grande do Norte,0.505,12.1478141887044,47.8,3333,NA,0.67,1106.5338444756626,NA,42.89
2014-01-01,Rio Grande do Norte,0.51,11.6917353160232,45.8,3363,NA,0.676,1153.502631031836,NA,47
2015-01-01,Rio Grande do Norte,0.518,11.4062159656552,43.8,3394,NA,0.687,1244.9880685106368,NA,44.88
2016-01-01,Rio Grande do Norte,0.543,10.8945061594906,45.9,3423,44.8,0.687,1235.4386418891693,8.2,53.35
2017-01-01,Rio Grande do Norte,0.523,11.2204098453464,48.8,3451,45.3,0.672,1122.346848536704,8.3,62.82
2018-01-01,Rio Grande do Norte,0.54,11.2726431289824,47.3,3479,48.2,0.686,1229.1460567917313,8.5,52.46
2019-01-01,Rio Grande do Norte,0.554,11.429601848014,47.1,3507,48.6,0.693,1283.686967338078,8.6,38.38
2020-01-01,Rio Grande do Norte,0.512,10.6877190969271,41.6,3534,44.8,0.695,1299.410421438439,NA,39.78
2021-01-01,Rio Grande do Norte,0.587,10.5108302739336,50.9,3419,45.2,0.692,1275.9114689157161,NA,33.1
2022-01-01,Rio Grande do Norte,0.526,12.2136612970408,44.2,3428,44.7,NA,1288.2603074798105,9,32.53
2023-01-01,Rio Grande do Norte,0.535,NA,43.50673340616481,3436,45.9,NA,1349.8672515636265,9.1,26.439645625692137
2024-01-01,Rio Grande do Norte,0.525,NA,33.46710074285352,3446,42.4,NA,1572.612644362224,9.4,NA
2012-01-01,Paraíba,0.517,9.52484343625272,54.8,3855,NA,0.649,978.5449229576186,NA,39.97
2013-01-01,Paraíba,0.513,9.42568698151691,52.8,3870,NA,0.655,1010.3887822051314,NA,39.62
2014-01-01,Paraíba,0.524,9.90145539614492,49.5,3890,NA,0.671,1120.1249646045462,NA,39.33
2015-01-01,Paraíba,0.531,9.69277589424106,48.3,3912,NA,0.678,1177.8677617380374,NA,38.32
2016-01-01,Paraíba,0.527,9.37515454150355,52.2,3933,52.6,0.663,1066.3807998328246,7.6,33.88
2017-01-01,Paraíba,0.548,9.48482795858451,49.6,3953,51.8,0.682,1193.2326868303805,7.8,33.31
2018-01-01,Paraíba,0.549,9.43262040426853,50.3,3975,52.7,0.672,1132.4341284351694,7.8,31.13
2019-01-01,Paraíba,0.561,9.5067366737598,51.9,3997,53.5,0.672,1128.7408429726659,7.9,23.72
2020-01-01,Paraíba,0.512,9.1833298785122,49.2,4018,51.3,0.664,1070.5278502457347,NA,28.24
2021-01-01,Paraíba,0.562,8.90731240962726,56.2,4064,51.6,0.653,1001.6231202410111,NA,28.17
2022-01-01,Paraíba,0.558,9.31316908599332,52.7,4082,53.1,NA,1132.695454413034,8.1,27.23
2023-01-01,Paraíba,0.559,NA,47.43619833531802,4101,50,NA,1322.7396423705757,8.3,26.46553838606819
2024-01-01,Paraíba,0.495,NA,38.33654603856766,4121,50,NA,1360.8772687040469,8.5,NA
2012-01-01,Pernambuco,0.573,12.2566938712412,54,9071,NA,0.673,1139.4608206148462,NA,37.25
2013-01-01,Pernambuco,0.566,12.19454220812,49.7,9134,NA,0.685,1222.0426662906696,NA,33.92
2014-01-01,Pernambuco,0.566,12.3355297403213,46.5,9196,NA,0.698,1315.1043439103926,NA,36.19
2015-01-01,Pernambuco,0.567,11.5187210690907,48.9,9261,NA,0.688,1248.978065528806,NA,41.16
2016-01-01,Pernambuco,0.567,11.2813217310813,51.6,9320,47.5,0.677,1161.7049000437644,8.1,47.26
2017-01-01,Pernambuco,0.551,11.730924202039,51.1,9378,48.4,0.671,1105.9409992010133,8.3,57.2
2018-01-01,Pernambuco,0.534,11.4916879638746,50,9439,48,0.669,1098.344914188982,8.7,44.12
2019-01-01,Pernambuco,0.574,11.631984593344,51.8,9499,48,0.68,1179.7146729918495,8.8,36.35
2020-01-01,Pernambuco,0.536,10.6077555713255,49.2,9559,48.5,0.667,1092.610865234057,NA,39.36
2021-01-01,Pernambuco,0.579,10.6539616153991,59.7,9412,51.5,0.647,958.1293317621543,NA,35.54
2022-01-01,Pernambuco,0.515,11.6675881035214,50.7,9435,52.8,NA,1032.2354080281223,8.8,35.24
2023-01-01,Pernambuco,0.496,NA,47.47800172488597,9456,48.9,NA,1099.2191814986832,9,38.00760768993523
2024-01-01,Pernambuco,0.532,NA,40.22704592920485,9481,50.2,NA,1410.3772535114413,9.1,NA
2012-01-01,Alagoas,0.503,9.36206682518586,60.4,3224,NA,0.627,852.3416183036582,NA,64.63
2013-01-01,Alagoas,0.51,8.98552559757614,60.3,3241,NA,0.629,860.4810033406841,NA,65.07
2014-01-01,Alagoas,0.527,9.09960967644582,56.4,3257,NA,0.645,955.1600868140587,NA,62.78
2015-01-01,Alagoas,0.525,9.5177831521667,59.7,3272,NA,0.636,906.1354370887526,NA,52.33
2016-01-01,Alagoas,0.523,9.34281892131393,58.4,3287,46.4,0.637,909.3430511966617,7,54.18
2017-01-01,Alagoas,0.525,9.58004363971788,59.3,3301,45,0.631,868.2757289743885,7.2,53.71
2018-01-01,Alagoas,0.55,9.58959370040225,59.7,3316,43.3,0.637,908.2005339631125,7.5,43.37
2019-01-01,Alagoas,0.527,9.92698662436486,58.2,3330,46.5,0.636,906.0417576980374,7.7,33.41
2020-01-01,Alagoas,0.51,9.95144473006626,53.7,3344,47.3,0.645,955.4435551867444,NA,38.54
2021-01-01,Alagoas,0.526,10.5785363512482,60.3,3209,48.6,0.63,869.4639072578666,NA,31.79
2022-01-01,Alagoas,0.498,10.4566700448319,54.2,3210,46.9,NA,961.2816233202641,8.3,33.7
2023-01-01,Alagoas,0.486,NA,46.22835084506862,3210,45.4,NA,1102.3591602886463,8.4,35.28368794326241
2024-01-01,Alagoas,0.518,NA,40.91591570075043,3211,47.5,NA,1317.3119572045491,8.5,NA
2012-01-01,Sergipe,0.569,13.3112412384215,52.6,2152,NA,0.679,1170.2646010522124,NA,41.64
2013-01-01,Sergipe,0.572,12.8034444762756,52.1,2173,NA,0.685,1205.6949779504218,NA,43.95
2014-01-01,Sergipe,0.543,12.4540454220858,49.1,2195,NA,0.688,1236.4624343981886,NA,49.42
2015-01-01,Sergipe,0.539,11.7889013800874,48.6,2216,NA,0.68,1178.4954724868012,NA,58.09
2016-01-01,Sergipe,0.567,10.8850990229818,51.1,2237,51.7,0.683,1195.8964737878132,7.9,64.66
2017-01-01,Sergipe,0.551,10.8876038957011,51,2257,49.4,0.67,1096.5067737296124,8,57.38
2018-01-01,Sergipe,0.578,10.8000737716798,53.2,2278,54.1,0.676,1152.7673991450197,8.1,49.73
2019-01-01,Sergipe,0.581,10.9234280285942,52.5,2299,53.7,0.682,1187.1739149575483,8.3,42.33
2020-01-01,Sergipe,0.524,10.334239461885,43.9,2319,51.8,0.687,1224.0821928576765,NA,42.3
2021-01-01,Sergipe,0.568,10.3523467516066,55.7,2265,53,0.662,1059.455503904898,NA,33.78
2022-01-01,Sergipe,0.528,11.1618304295271,45.6,2273,53.6,NA,1201.256413086615,8.6,32.66
2023-01-01,Sergipe,0.507,NA,44.07320584724236,2282,51,NA,1198.2142142735502,8.9,29.377104377104377
2024-01-01,Sergipe,0.5,NA,36.40480126304658,2291,51.2,NA,1434.1154782912174,8.9,NA
2012-01-01,Bahia,0.563,11.0154924484668,55.5,14423,NA,0.666,1065.6382923200933,NA,43.37
2013-01-01,Bahia,0.535,10.8325734613762,52.1,14486,NA,0.667,1076.1456031948455,NA,37.85
2014-01-01,Bahia,0.528,10.9205788810892,48.5,14547,NA,0.676,1148.6129027049894,NA,40.01
2015-01-01,Bahia,0.522,11.0534322967425,48.7,14610,NA,0.671,1119.818149959964,NA,39.54
2016-01-01,Bahia,0.539,10.7445541341173,52.7,14670,53.7,0.662,1053.6034500493402,7.8,46.94
2017-01-01,Bahia,0.59,10.716396033956,54.1,14731,53.9,0.675,1147.4882002393263,7.9,48.79
2018-01-01,Bahia,0.55,11.3162311484371,53.4,14793,53.6,0.664,1078.684748893427,8.1,45.82
2019-01-01,Bahia,0.557,11.0779314073939,50.6,14854,54.3,0.673,1138.509186726478,8.2,41.13
2020-01-01,Bahia,0.537,10.7913523221634,46.6,14911,52.7,0.679,1181.663859836873,NA,47.39
2021-01-01,Bahia,0.546,10.984150179463,55.8,14767,53.5,0.648,981.2990418512908,NA,48.08
2022-01-01,Bahia,0.511,12.2419713340974,50.5,14790,54.7,NA,1046.7960853186808,8.6,45.12
2023-01-01,Bahia,0.49,NA,45.956723040176506,14808,53.7,NA,1128.8649557858605,8.6,43.91636242947229
2024-01-01,Bahia,0.481,NA,35.71743725424267,14829,50.2,NA,1340.7437403218494,8.9,NA
2012-01-01,Minas Gerais,0.5,19.0513135511174,31.4,20225,NA,0.726,1518.9430173943076,NA,22.98
2013-01-01,Minas Gerais,0.492,18.8526390238137,28.8,20361,NA,0.733,1584.6026855457667,NA,22.91
2014-01-01,Minas Gerais,0.49,18.3808689460761,27.4,20498,NA,0.739,1648.687813758114,NA,22.78
2015-01-01,Minas Gerais,0.485,17.0660554717098,26.6,20639,NA,0.736,1639.619117996784,NA,21.72
2016-01-01,Minas Gerais,0.491,16.4599649722119,30,20770,37.2,0.725,1536.9320610369086,8.9,22.01
2017-01-01,Minas Gerais,0.493,16.6999268567914,29.3,20898,39.4,0.731,1601.2968434327925,8.9,20.36
2018-01-01,Minas Gerais,0.492,17.1132301745017,28.9,21030,39.1,0.733,1628.306900498144,9.1,16.03
2019-01-01,Minas Gerais,0.487,17.3022223526611,27.3,21158,39.1,0.734,1634.823083134938,9.2,13.67
2020-01-01,Minas Gerais,0.46,16.9220257278023,24.3,21282,37.5,0.729,1581.1851127970995,NA,12.88
2021-01-01,Minas Gerais,0.487,18.6961768534125,31.3,21105,37.9,0.718,1482.0091829913072,NA,12.03
2022-01-01,Minas Gerais,0.466,18.980373867784,27,21166,39,NA,1567.0126425275387,9.6,12.54
2023-01-01,Minas Gerais,0.476,NA,19.769531401614806,21235,37.1,NA,1862.8040336218016,9.7,12.925453200147984
2024-01-01,Minas Gerais,0.449,NA,16.800188355530008,21310,37.2,NA,1954.3773942786,9.9,NA
2012-01-01,Espírito Santo,0.489,27.9308662934714,29.7,3686,NA,0.73,1576.1114525955934,NA,46.59
2013-01-01,Espírito Santo,0.499,24.3006898592702,30.1,3733,NA,0.734,1626.124250557482,NA,42.25
2014-01-01,Espírito Santo,0.501,24.4530403706881,28.5,3781,NA,0.742,1703.8320089835531,NA,41.42
2015-01-01,Espírito Santo,0.505,21.0045561779375,30.6,3829,NA,0.731,1612.6425635262326,NA,36.9
2016-01-01,Espírito Santo,0.51,17.4436081530004,32.5,3876,35.4,0.727,1589.455787552912,9.1,31.96
2017-01-01,Espírito Santo,0.506,17.2772257609835,31,3922,38.9,0.727,1592.593434069777,9.4,37.87
2018-01-01,Espírito Santo,0.509,20.1993062162631,29.2,3969,41,0.735,1669.0225319163249,9.4,29.33
2019-01-01,Espírito Santo,0.52,19.2030279007763,27.7,4015,41.9,0.747,1803.2536644507784,9.6,25.95
2020-01-01,Espírito Santo,0.484,17.977058141847,26.2,4060,41.1,0.733,1656.6535500984141,NA,30.24
2021-01-01,Espírito Santo,0.509,21.1709795715672,34.1,4022,39.8,0.715,1471.6600348357085,NA,30.49
2022-01-01,Espírito Santo,0.493,20.4731968048921,26.3,4046,39.2,NA,1744.0366451237046,9.9,27.65
2023-01-01,Espírito Santo,0.486,NA,22.813462637924413,4071,38.7,NA,1883.097069763895,10,27.708830548926013
2024-01-01,Espírito Santo,0.483,NA,18.59933543656975,4097,38.8,NA,2067.586474753384,10.2,NA
2012-01-01,Rio de Janeiro,0.529,30.2919974082902,26.7,16510,NA,0.756,1906.469860050519,NA,29.4
2013-01-01,Rio de Janeiro,0.518,30.5326254469991,24.5,16616,NA,0.757,1913.3732229429672,NA,31.22
2014-01-01,Rio de Janeiro,0.511,30.0732017804297,22.8,16726,NA,0.764,1982.4780375305434,NA,34.74
2015-01-01,Rio de Janeiro,0.503,27.3130888585425,23.5,16841,NA,0.758,1902.5223438670319,NA,30.62
2016-01-01,Rio de Janeiro,0.525,24.4205605149023,25.7,16947,31.7,0.761,1926.3536103248825,10.1,36.38
2017-01-01,Rio de Janeiro,0.519,24.5809460397306,25.4,17051,34.8,0.757,1882.8990427188328,10.2,38.38
2018-01-01,Rio de Janeiro,0.543,25.8969621307704,25.7,17159,36.4,0.774,2087.2101607674717,10.6,37.62
2019-01-01,Rio de Janeiro,0.552,25.3819204272243,25.8,17264,36.7,0.783,2202.6490000599524,10.7,20.57
2020-01-01,Rio de Janeiro,0.548,22.9067239326477,25.9,17366,37.1,0.77,2033.7777585505057,NA,27.81
2021-01-01,Rio de Janeiro,0.565,25.3748477073701,30.5,17220,37.1,0.759,1930.3801376261597,NA,26.87
2022-01-01,Rio de Janeiro,0.54,30.8911318989663,26.6,17211,37.5,NA,2009.2543463630598,11,21.43
2023-01-01,Rio de Janeiro,0.54,NA,21.03226917470105,17213,36.5,NA,2305.356765506165,11.2,24.325549761958737
2024-01-01,Rio de Janeiro,0.523,NA,17.943441286091304,17219,38.3,NA,2420.599773304362,11.2,NA
2012-01-01,São Paulo,0.511,31.822241858893,18.8,43114,NA,0.782,2242.810883827546,NA,15.67
2013-01-01,São Paulo,0.51,31.2521113531499,17.6,43523,NA,0.787,2319.880394243103,NA,13.82
2014-01-01,São Paulo,0.507,31.1285383609677,16.5,43932,NA,0.79,2374.463956104124,NA,14.05
2015-01-01,São Paulo,0.513,29.9656471282693,18.3,44350,NA,0.782,2256.1225418721965,NA,12.22
